rps,p99_rt,p95_rt,p50_rt,mean_rt,action,action_p,allocation,avg_cpu_usage,overallocation_ratio
191.762825223505,183.09394033625716,168.04474834352732,123.09759948402645,87.87351418446171,48,0.015625,24.95459016393443,14.979553806956035,0.3997275167193407
191.75568301456045,238.5725965723398,171.6141728684306,31.085504218935966,88.46085959230196,63,0.015625,22.935901639344262,14.343845027860398,0.3746116785199778
341.803208539634,768.2838903367518,201.5495914965868,30.888648703694344,113.45151486122374,13,0.015625,47.94327868852458,28.198604384578754,0.4118340431454846
444.9752666780807,226.6536398418248,208.5941480472684,39.51317258179188,107.32961665559922,57,0.015625,87.87262295081965,42.0354483073946,0.5216320294556257
460.0716244511476,219.0474049374461,207.3558671399951,50.3015723079443,107.9537217858583,2,0.015625,92.7995081967213,44.347491794028194,0.5221150127216403
431.974082961046,215.77321495860804,203.64872058853507,170.30239291489124,106.88224909197348,20,0.015625,71.352131147541,40.74911967124697,0.42890115521586203
393.3497835268076,213.1611394137144,203.66552835330367,38.73631916940212,106.03070076734228,1,0.015625,89.97590163934424,37.23948530207113,0.5861171199890791
442.23139448185617,216.9590275362134,205.36066442728043,35.8158266171813,106.52648030888255,35,0.015625,72.70803278688525,41.39724289958117,0.4306372856913794
567.2602641016006,236.07010729610911,213.69493976235387,42.72091947495937,110.08715290735849,24,0.015625,75.62426229508198,54.4706642833293,0.2797197271057327
516.8284738332203,243.77884719520796,214.96898774057627,148.54153990745544,109.05037116209034,54,0.015625,70.07147540983607,48.60119644220716,0.3064054073651642
527.1895853481703,236.2437803298235,216.6820466518402,148.5428586602211,111.5659831560877,50,0.015625,90.88918032786884,51.222656964710865,0.43642734173712483
514.1805680114854,217.99391023814667,205.3698729723692,142.43187382817268,107.50909074463672,6,0.015625,80.58081967213113,48.28277923997255,0.40081548640946446
520.4574097976435,219.42043313756585,208.52901497855785,173.35401754826307,109.07952210046253,42,0.015625,92.25540983606557,50.39300796581154,0.4537663638874073
432.016195801415,212.23713675513864,200.7836797274649,134.29186306893826,104.99673068726857,51,0.015625,71.15999999999998,40.04779463428123,0.4372148027785098
396.8008827560935,213.3282336220145,204.1063309647143,33.56179315596819,105.32030388139115,41,0.015625,81.725737704918,36.79678637427257,0.5497527779176198
441.6073691311452,235.1667689159513,211.3843401893973,38.27105090022087,108.92528782156649,7,0.015625,68.0595081967213,41.962350222895424,0.3834461732869689
514.3490666038846,235.2738879621029,214.91558589041236,39.0939898788929,110.26381859468896,32,0.015625,69.13573770491804,49.64989384496296,0.2818490770015887
587.4934956292846,232.32534162700176,217.22849067300555,175.72609893977642,112.06414260483912,16,0.015625,81.53032786885245,57.496187359100915,0.2947877328349792
473.9736587381716,214.55336095765236,205.3266565315425,143.6893166974187,107.38752131918824,3,0.015625,82.06377049180328,45.1792156276264,0.4494621029856409
423.4131561373025,209.9014527350664,199.16193187236783,157.9680647701025,103.77159424113542,36,0.015625,67.3772131147541,39.04663690519135,0.4204771153314293
264.4002011069216,191.4446988888085,180.4490203037858,141.11417718231678,94.44448249298456,64,0.015625,39.62622950819672,22.154902025185688,0.4409031013005432
257.7213274442312,200.220794044435,184.41396951675412,30.52593395113945,95.49058796148724,23,0.015625,40.2616393442623,21.261533148050617,0.4719158609948503
334.326367150365,203.93407108262184,189.0063009224832,37.53222618252039,98.00892447842266,40,0.015625,42.568360655737706,28.099927493263884,0.33988701795411164
388.2935049602257,199.284080415964,187.5266445800662,34.50735658407211,97.48020213803346,27,0.015625,58.56147540983606,32.50936120361252,0.44486779105035656
465.7804601388779,212.06192240118975,197.5947628729045,43.93410496413708,102.24797529107138,38,0.015625,61.520163934426236,41.22975525712654,0.3298172075569735
478.3489737041773,232.50288307666776,211.61430962383747,167.76707395911217,108.7440548285123,49,0.015625,97.32213114754096,45.602570830901186,0.5314265081005326
426.44175815853765,218.69444079697132,204.13239076733583,167.83404722809792,106.05943285083552,30,0.015625,64.99557377049182,40.22084226124899,0.38117567200384694
361.179058850085,205.9087655693293,194.5799082517624,47.64495138078928,101.14495750927024,11,0.015625,61.0595081967213,32.059314988576354,0.4749496690132556
379.0949683059761,211.64301682263616,200.9210519492626,162.48259879648683,104.30316445364755,33,0.015625,79.29590163934425,34.857570885908714,0.56041144415699
324.0659352282023,203.303070794791,192.3099298030138,133.86091403663158,100.51662800910188,26,0.015625,60.02311475409835,28.79726340740061,0.5202304391337115
322.9631854115249,199.0350413322448,188.1740640848875,111.34224385023116,97.9604381004792,21,0.015625,49.93327868852458,28.1148990660867,0.43695067088498785
275.4146116212124,189.4483675062656,179.6116892248392,36.47653944790363,93.87414552491336,29,0.015625,41.95459016393443,22.75549126974507,0.45761617070194965
302.3943500430032,193.62859826534984,183.5028539411724,146.15672919899225,95.57734194716332,39,0.015625,41.7216393442623,25.24781999888225,0.39485072025688717
266.12917272459504,193.10328755527723,179.80324821546674,32.23781660199165,93.48528276715636,53,0.015625,39.99770491803279,21.509121772173476,0.4622411006768495
315.63762545616106,196.75846591591835,187.1827706694603,31.299885362386703,97.09424067330326,18,0.015625,54.29377049180327,26.899533233399193,0.504555808341581
332.5280596941806,208.4560596197844,189.5442781969905,152.5556743144989,98.34043432504532,58,0.015625,58.09344262295082,28.78105512263777,0.5045730839289714
224.89664611174257,283.53412114083795,182.4112217873335,34.3997273594141,95.40745848658794,8,0.015625,36.42049180327869,18.6963433372371,0.48665318858890333
262.8130574433203,194.3387278914452,184.2511119320989,29.32829037308693,95.69795119761004,17,0.015625,52.03967213114754,21.814623851311133,0.5808078153079999
353.4221019477187,218.50823428481812,193.69711261242628,154.1851880028844,99.75941640658728,62,0.015625,49.452295081967215,30.566469409116234,0.3818998823320073
364.0299777359424,204.96238008141515,189.05412815511227,31.85315616428852,97.91737132156244,45,0.015625,51.160163934426215,30.700312922437842,0.3999176202447765
452.6317369833039,215.1466637849809,205.11531084775925,32.795388251543045,105.8890201639783,25,0.015625,87.92213114754097,41.52882941469251,0.5276635259784191
515.4442890712335,225.5503474734724,211.85931842774156,173.64601511508226,109.98226729693558,55,0.015625,73.36590163934427,49.50741288767062,0.32519860341877066
422.5424482970467,212.22604667767885,202.7557983994484,167.25199483335018,105.95390481348774,19,0.015625,70.8211475409836,39.91622878038151,0.4363798079199109
341.9811317532217,203.83206751197577,190.1203608140349,154.49044667184353,98.29225024574276,47,0.015625,44.32426229508196,29.23473025616351,0.340435040711162
339.33236829042124,192.75561518967157,180.3592011332512,34.22325477004051,94.03679098054975,37,0.015625,42.47229508196721,27.323812070484262,0.35666739888315235
379.3869416169791,262.1342211589216,194.0788261592388,32.14648459106684,99.92754842931848,52,0.015625,53.838524590163935,31.885231842862673,0.4077617823745496
466.07576928654896,222.14659705758092,200.8375022560358,32.98725187778473,102.57901649463544,31,0.015625,60.293606557377046,40.60998213283999,0.32646287970525667
551.5369455503418,228.41401770710945,212.95865550637245,173.6051868647337,110.7623044367148,4,0.015625,90.23131147540984,53.00875359184638,0.41252373787903424
545.0214349913259,223.0428118631244,211.38369664549828,150.67977458238602,110.01289290954392,28,0.015625,84.20196721311474,52.43013784304919,0.37732882522389555
507.9925980706042,219.23990666866305,206.19887970387936,135.18180511891842,107.27045389461972,14,0.015625,74.66803278688525,47.18422033153928,0.3680800394700267
491.0983218311416,218.1260330975056,206.78594671189785,167.78546944260597,107.3660222498618,5,0.015625,79.87344262295083,46.49099575850452,0.4179417559605
340.3795122592024,207.77509512379763,197.3929702304304,163.5364443063736,102.77838200961948,12,0.015625,58.05163934426229,31.197468111269686,0.46259109193695525
244.0721944591692,193.22966711595652,184.1823681257665,54.7594940289855,95.2221151490386,61,0.015625,39.979672131147545,20.591860744026054,0.484941730475492
252.96303342292435,190.98823636770248,181.24848455190656,35.1022332906723,93.86095408980069,60,0.015625,39.74,20.76658252501366,0.47743878900317915
293.633037362882,200.7435674779117,186.010916531086,30.97978886216879,96.10168548949936,56,0.015625,40.24229508196722,24.342339266965308,0.39510559183108734
345.22913283319576,202.87894716486335,192.0219467021525,34.929645247757435,99.9185778814616,43,0.015625,53.213770491803274,30.06777898836449,0.43496244091562825
368.8745259584505,211.53072293847808,197.97529270872477,131.44161645323038,102.5192096675172,15,0.015625,54.77098360655737,33.030860718045226,0.3969277427018737
380.9442701712349,260.28120294213306,197.3649002611637,31.055377796292305,101.37891872371182,59,0.015625,55.65606557377049,32.983834753914024,0.4073631613396223
473.5476531471345,228.16375270485875,215.4975771903992,173.3395680785179,111.22079632514615,9,0.015625,103.1988524590164,46.10897061050547,0.5532026809230574
469.3656504289182,219.077792018652,206.39503933489323,166.18291288614273,107.11152259799626,22,0.015625,69.64081967213114,43.61145847127775,0.3737658649539104
432.47321211325954,212.6143687404692,203.9374173618853,164.0085820108652,106.1950452808786,10,0.015625,81.75688524590163,40.59691782833337,0.5034434383571573
316.35831488917967,198.14150856807825,188.23317009955645,51.43177416175604,98.0443648531396,34,0.015625,58.31721311475409,27.530775382658724,0.5279133910517148
332.007680590292,193.4814959764481,184.07962918281552,41.77605360746384,96.15135302777284,44,0.015625,49.08262295081967,27.82835998940168,0.43303030041231827
334.56150302201934,206.48096852004528,184.7421621903777,153.93836610019207,96.08320081088102,46,0.015625,42.17147540983606,27.80899059103845,0.3405734487403708
350.5680408565908,281.0269944369793,201.69896632432935,31.04325942695141,101.40364252585375,41,0.015625,66.76065573770491,29.947292268882638,0.5514230359488653
433.87761301265664,212.69585646688932,201.0583736002445,109.71598327159882,104.18249059157016,58,0.015625,73.52475409836065,39.293938661792026,0.46556858103564674
444.1251392266512,209.6736440435052,198.1767639517784,45.45263387262821,102.66723065668468,27,0.015625,68.97459016393441,39.60745084956085,0.42576750720193646
435.6880651480159,208.17550102248788,196.02906927466387,161.80431190878153,101.78683756432643,63,0.015625,56.93016393442624,38.59368099612492,0.32208730260151364
303.4704291778301,191.46484225988385,181.3917655497789,150.66688135266304,94.35203672948856,53,0.015625,41.65655737704918,24.934487573823727,0.4014270706978425
277.6653252888623,188.26572364196184,178.8709731772542,139.98655881732702,93.395588981616,59,0.015625,41.302622950819675,22.583799643868872,0.4532114904479527
299.6813852162292,200.98155677318567,186.6837382316589,29.582159593701363,99.88399761289531,25,0.015625,57.78590163934425,24.59459733099439,0.5743841208103804
369.8162690005528,206.0038850270212,193.99949125945568,37.52821870148182,100.50835528674592,18,0.015625,64.4932786885246,32.12013135217463,0.5019615686263781
399.7617376564528,205.247328914702,195.39629854261875,161.81940399110317,101.33348296272814,60,0.015625,59.28327868852459,35.268588992696024,0.4050836969055334
373.9212119741041,208.14568150788548,196.0642186924815,119.54064667224884,101.12201572863552,51,0.015625,59.89868852459016,33.403403710955544,0.4423349737074382
256.95630748503976,194.80474773794413,182.5523478910327,29.65964376926422,94.73279349826902,64,0.015625,36.59639344262295,21.149792712929074,0.4220798629764316
279.730599490664,197.44943967089057,187.2001960873604,154.78789526969194,97.46645837984596,42,0.015625,52.30459016393443,24.06611608105344,0.5398851992602411
216.973583459788,185.40628135204315,177.00325790792704,39.74498435854912,92.8699636767966,17,0.015625,45.68262295081967,17.741402378119954,0.6116378344295218
237.4663518850936,208.4754517674446,182.36190788447857,32.9412966966629,93.56054815411818,15,0.015625,37.21819672131148,19.170320734690165,0.4849207531940132
285.1050136003101,196.58379625529048,186.55643239617348,155.2529614418745,97.10739741427744,1,0.015625,60.28081967213115,24.05399275942057,0.6009677225649747
291.68366846295385,198.8142003305257,186.4900728687644,34.17643345892429,96.90153613539132,4,0.015625,47.66508196721311,24.87934427058826,0.47803836175710857
336.5355002172532,202.70887553691864,192.0597778633237,156.85081761330366,99.4993275728006,36,0.015625,50.08983606557376,29.0071162164773,0.4208981602873802
332.9964442782561,205.8295537903905,190.34650661051276,155.50904348492622,98.35719644791747,62,0.015625,43.94934426229508,28.239249508122672,0.3574591388761715
316.1271687953892,194.19937204569575,183.5462301969528,153.10551598668098,95.38088928224592,39,0.015625,41.85836065573771,25.98208349043576,0.3792856890855261
279.51381369834576,192.99795756116512,180.4874923080206,67.81863328069448,94.00733164652796,52,0.015625,41.51081967213115,22.849454132174415,0.44955425326099485
268.569902362474,187.8499217331409,178.1637743115425,36.78477182984352,93.02049468620888,34,0.015625,42.69721311475409,21.509707900218203,0.49622688856979547
264.64796919374663,188.52968333289027,179.34395633637905,146.7298474162817,93.4295493159483,16,0.015625,41.55983606557377,21.664546700691226,0.47871433692595516
226.97636956695956,185.27821382507688,175.91421846300364,142.92981196194887,91.84553425983992,3,0.015625,42.73639344262295,18.323885898982265,0.5712346217613435
231.2764120464201,188.96453518420455,178.74326799064875,29.891135171055797,92.54572361998562,37,0.015625,38.05081967213115,18.79297739901064,0.5061084738530658
281.3758870686377,196.89885634928945,186.4115735515952,34.86617095768452,96.43206762025738,49,0.015625,55.78426229508196,23.67833726318844,0.5755373238076151
329.4122268408331,201.6158061102032,189.9694111198187,31.808486208319664,98.0525225698443,35,0.015625,51.29639344262294,28.166698857840103,0.45090293941725795
389.9455427641535,204.83230710029608,193.93615601584315,37.14015427976847,100.83169693937091,46,0.015625,53.68999999999999,34.05295910863671,0.36574857313025294
415.3447659719159,211.0547531396151,197.3335947841406,137.23534159362316,103.06530664987044,50,0.015625,69.42131147540982,36.9092195018672,0.4683301320958038
391.7821137781218,207.90667807683332,196.54361149296165,141.89400989562273,101.71192582452008,31,0.015625,57.56295081967213,34.98256936335093,0.39227282713596323
280.0180333102164,184.8712428845465,173.89853233471513,143.9408864825964,91.70934474101244,6,0.015625,44.91508196721312,22.248652480599297,0.5046507429989718
294.7289285328374,183.4985335543752,174.38044613227248,29.881276190280914,91.0894306042984,32,0.015625,41.185409836065574,23.075252075920652,0.43972265499434393
343.4691715986489,216.6028039902448,184.08777145668864,34.01549533009529,95.27236388203906,30,0.015625,43.308196721311475,27.167057343679833,0.37270402832747757
442.3000578180458,309.1176860406996,220.006886217743,31.51883278042078,104.33243836528574,20,0.015625,60.47491803278689,37.39709908115299,0.3816097599193455
544.8646218160499,228.561030253768,212.76171877980232,170.4960521310568,110.38589381306475,21,0.015625,82.25540983606557,51.96372671328492,0.3682637188624037
451.1442744092576,213.83514389395717,201.67383141815665,36.226896569132805,104.7644091007946,43,0.015625,68.99606557377048,40.67413792179841,0.4104861257877134
503.6086469479898,217.87053819745776,200.0022964552045,62.38862220197916,104.04007389391109,56,0.015625,61.63114754098359,44.28308464922443,0.2814820684658357
547.5451604762123,217.0401164703071,205.06528476253152,39.91451673209667,106.86869841684202,12,0.015625,82.13688524590164,49.97437090019624,0.3915721207276995
551.7928595759123,237.844572030008,221.49053309112787,181.1354197561741,114.62419725276656,33,0.015625,116.94245901639343,55.192171169933296,0.5280399297726734
470.4227894776883,223.0428066849708,210.08695848286152,166.288698092103,108.06447748757952,45,0.015625,71.21393442622951,44.69150829907577,0.37243309670845826
391.5762277577463,215.23752788081768,202.90847411379215,100.9312430396676,105.63478143228132,7,0.015625,59.18655737704917,35.89363523412419,0.3935508868092622
397.2197759836542,216.59494146704677,202.58857160806656,166.7693853378296,105.25040686518884,23,0.015625,56.57622950819671,36.514624187722646,0.35459424381696486
379.1819667258111,209.5182929188013,198.97966738790277,40.80168344080448,103.27580486159866,11,0.015625,63.63098360655737,33.94332678859464,0.46655976593929827
417.8085599499688,208.06119943037632,196.25295605510476,159.71342474222183,102.10326467595756,24,0.015625,55.53131147540983,36.95272015205286,0.33456064389157947
415.3818865425471,213.14277980476615,199.3852438405156,163.81526831537485,103.39320004140308,14,0.015625,60.26983606557376,37.61597149534973,0.37587400346628713
