,rps,p99_rt,p95_rt,p50_rt,mean_rt,action,action_p,allocation,avg_cpu_usage,overallocation_ratio
0,157.3682870116589,920,470,42,174.29078598451343,3,0.015625,44.409180327868846,20.58504899633458,0.5364686120221747
1,163.0715510471509,730,470,69,167.58486255718225,17,0.015625,59.33672131147541,24.2712848127525,0.5909567587102497
2,163.84019664023046,690,470,230,166.83146649162967,50,0.015625,53.180983606557376,25.088206182084328,0.5282485489984267
3,193.38841629022937,760,490,87,178.8701786405346,38,0.015625,64.64688524590164,43.574619563990815,0.3259594890265301
4,230.335327876155,720,500,120,184.3062918374181,51,0.015625,101.09852459016393,63.88631971156108,0.3680786146924967
5,258.3892782561441,700,500,230,187.7140458530564,16,0.015625,98.19967213114752,69.93905648770033,0.28778727087504535
6,275.7181527145053,680,500,240,189.05152998495743,27,0.015625,108.09688524590163,66.93008936409869,0.3808323966796604
7,284.5612186192275,680,510,240,189.38170418360852,52,0.015625,92.63737704918032,58.49830811847171,0.3685236998083883
8,294.3024897945323,670,510,240,190.5244613288245,53,0.015625,88.747868852459,61.49715192718245,0.3070577049075979
9,309.89859522703875,730,520,240,197.93583131732484,25,0.015625,179.35475409836064,88.91054435518004,0.5042755080446863
10,321.117608724338,730,530,240,199.8629018784407,22,0.015625,119.17524590163934,80.64649786093801,0.3232948902199105
11,331.8310902732435,720,530,240,200.8157096312133,39,0.015625,104.0918032786885,78.94365688895053,0.24159583749748278
12,340.2823186033414,720,530,240,201.05697259027855,15,0.015625,109.74967213114753,76.41076249888772,0.30377229366499453
13,347.7137176415636,720,530,240,201.2823942270849,6,0.015625,120.87213114754095,78.47856398586964,0.3507306999487266
14,348.5041975279741,730,540,240,203.12576530703697,57,0.015625,133.13475409836065,64.2139787228879,0.5176768143091601
15,347.41321729526624,730,540,240,203.58767018400363,12,0.015625,91.6634426229508,54.83256146466106,0.4018055628762516
16,347.878669557689,740,540,240,204.7874902313067,18,0.015625,112.12327868852456,60.397057815697124,0.4613334668576851
17,351.6101939917272,740,540,240,206.4337310031924,34,0.015625,133.96655737704918,75.18681547678582,0.43876429350071033
18,354.323021706711,880,560,250,216.05726748233624,45,0.015625,101.80803278688524,69.33724579740914,0.31894130650227964
19,356.2993181411052,880,570,250,217.1184957355807,9,0.015625,153.89934426229507,72.1836072128109,0.5309687149167686
20,356.8635775903116,870,560,250,216.82957353635155,2,0.015625,132.4529508196721,65.92880439219145,0.5022473717331513
21,351.4520987656264,870,560,250,215.99049838828125,35,0.015625,72.10377049180327,37.51723912703007,0.47967715320386733
22,345.70188372540844,860,560,250,214.64777512943047,40,0.015625,48.197704918032784,32.144388331827585,0.33307222021268856
23,342.9225523730406,860,560,250,213.6118506978844,19,0.015625,70.47639344262295,41.33947882833698,0.4134280032080139
24,342.4098390497322,850,560,250,212.35098178328852,43,0.015625,85.57196721311475,51.7043269605976,0.3957796151649836
25,343.41288361632115,840,560,250,213.1245121777773,47,0.015625,79.67688524590164,59.13736014350958,0.2577852414662326
26,346.1855642072633,830,550,250,211.9705054276612,8,0.015625,102.6339344262295,70.71877592815842,0.31096107419530755
27,347.49763374901283,820,550,250,210.977858875238,62,0.015625,89.79295081967213,63.53269113342401,0.29245346596288646
28,346.6134429410984,820,550,250,209.60951687025343,64,0.015625,68.4788524590164,48.856744849654625,0.2865425880362893
29,346.44835747681503,810,550,250,208.5424723466243,26,0.015625,100.98344262295082,54.930958159727176,0.4560399533532753
30,344.6558270837954,810,550,250,207.3414856014596,54,0.015625,66.43344262295082,42.947722506571154,0.3535225511294824
31,342.987932674362,800,550,250,206.1395761423455,59,0.015625,71.24770491803278,42.78758697473903,0.39945311889043744
32,340.1063519035765,800,540,250,205.03689903577015,61,0.015625,55.63442622950819,34.42773770601034,0.3811792438734623
33,338.04313901563086,790,540,250,204.1328274462939,1,0.015625,95.01213114754098,41.25302742943033,0.5658130500686279
34,335.0250668914441,790,540,250,203.27303474821343,44,0.015625,63.12327868852459,34.681465013487625,0.4505756713839313
35,333.18895616743504,790,540,250,202.31476052130296,23,0.015625,59.44409836065573,39.566930299911185,0.3343842132173822
36,332.5869904152419,780,540,250,201.39247387452,13,0.015625,74.84459016393441,47.195546150481924,0.3694194056362916
37,329.25919561905545,780,540,250,200.68498772869015,41,0.015625,70.47016393442621,30.169215395314797,0.571886686351577
38,326.52904905105976,780,540,240,199.84541148616788,7,0.015625,54.43000000000001,30.76620103068452,0.4347565491331156
39,325.8906969701653,780,530,240,199.21923859549236,30,0.015625,64.81491803278688,43.53892474462457,0.32825765940797397
40,325.4680996794996,770,530,240,198.48678857579705,4,0.015625,81.84754098360656,46.709334983812525,0.4293129100461546
41,326.5761929110284,770,530,240,198.31249925351707,63,0.015625,77.53540983606557,57.866947268443035,0.25367071134605335
42,329.08179462378365,770,530,240,198.8011232592293,42,0.015625,138.31409836065575,79.75076299895818,0.42340828632662547
43,330.329210392664,770,530,240,198.65214323682088,11,0.015625,120.79721311475407,68.93588658451833,0.42932552161587445
44,329.8626498353759,760,530,240,198.0915337026981,31,0.015625,73.10016393442623,48.923150992297835,0.3307381494221565
45,328.87602532389434,760,530,240,197.6231739788214,58,0.015625,82.72081967213114,44.478435584742165,0.46230663863057603
46,328.7388015606932,760,530,240,196.99355772177492,14,0.015625,77.61442622950817,49.98266879165101,0.35601316379186043
47,329.7859739720934,760,520,240,196.75483309425815,33,0.015625,135.7552459016393,65.67021693083032,0.5162601894706058
48,332.5252211486612,750,520,240,196.89921318335053,48,0.015625,101.88295081967212,80.93192355979099,0.20563820630758362
49,335.4016354950232,750,520,240,196.7812802131025,56,0.015625,103.04475409836064,81.68554909265221,0.20728085764870818
50,337.35065484034175,750,520,240,196.7620460956436,29,0.015625,112.37967213114752,76.2792932953843,0.3212358440913934
51,339.2758247606117,750,520,240,196.9408695611342,55,0.015625,96.33557377049179,73.46629342020213,0.23739185282451356
52,338.904422500293,740,520,240,196.56235734524685,28,0.015625,83.86081967213114,50.356164541554094,0.3995269216491025
53,336.77138924353875,740,520,240,196.0575932209269,46,0.015625,51.89770491803279,31.121563265645896,0.40032871752615495
54,334.7768628648702,740,520,240,195.4741644020805,32,0.015625,44.55131147540983,29.024780048803184,0.34850896443702994
55,333.3023680435462,740,520,240,194.91381306940136,10,0.015625,70.98426229508196,36.012435580845995,0.49267014382509033
56,332.8631527557239,740,520,240,194.37554061217924,20,0.015625,74.56311475409836,45.185441994380554,0.3939973920966474
57,332.7149222651334,730,510,240,193.89782001445448,5,0.015625,83.99081967213115,50.2861753989044,0.40128962194674517
58,332.5028701918254,730,510,240,193.6223294421707,49,0.015625,108.04229508196718,51.97502913213192,0.5189381242530934
59,333.81148639442284,730,510,240,193.58679550336663,24,0.015625,89.26163934426229,67.21188432670526,0.24702386354922332
60,335.12206442743025,730,510,240,193.57585912520145,60,0.015625,104.20114754098358,70.4743158438999,0.32367044406894374
61,335.96253771336166,730,510,240,193.79440936602597,21,0.015625,99.43147540983605,64.98204995023482,0.3464639875613612
62,335.1024767911391,730,510,240,193.44297648234044,37,0.015625,71.62196721311476,43.247986393063535,0.3961631036414152
63,334.4196893816237,720,510,240,193.0536081801576,36,0.015625,70.63737704918033,42.95320270490319,0.39191962528566715
64,333.9255334044574,720,510,240,192.6335512616845,13,0.015625,72.33360655737704,43.86160284043953,0.3936206843820613
65,333.37242108096257,720,510,240,192.21200120714664,21,0.015625,70.15409836065574,43.39414276424326,0.3814453641587982
66,334.03741627627244,720,510,240,191.98435859554064,11,0.015625,103.02262295081965,60.96526146430489,0.4082342332381876
67,334.6951020654646,710,500,240,191.87516698847455,43,0.015625,101.03540983606555,62.77831410330545,0.3786503741097695
68,335.697148241653,710,500,240,191.82264286992063,54,0.015625,95.04590163934427,68.00407261298464,0.2845133620697397
69,334.8209844359304,710,500,240,191.62294488650247,33,0.015625,102.62590163934425,45.49876454127271,0.5566541797492027
70,333.55472307099944,710,500,240,191.3232860104021,51,0.015625,66.76901639344263,36.868661617076626,0.4478178111861853
71,332.4724562651213,700,500,240,190.96275053676493,7,0.015625,60.642459016393445,36.46602146500215,0.3986717877791811
72,332.25798628190574,700,500,240,190.68720129065937,62,0.015625,67.38737704918032,46.35417457785369,0.31212377439733674
73,332.4165939921796,700,500,240,190.71545445319683,57,0.015625,113.26573770491802,55.73134757106982,0.5079593467508935
74,332.7406145635408,700,500,240,190.59594462732147,55,0.015625,76.71295081967214,56.471677154241675,0.2638573206890619
75,331.27960018675407,690,500,240,190.3901142209384,17,0.015625,83.53967213114754,34.93550526548984,0.5818094041517763
76,330.36891753199325,690,500,240,190.16650583730643,12,0.015625,70.17278688524588,39.35799243807865,0.43912741412933926
77,328.6080178149965,690,500,240,189.9266044370086,19,0.015625,53.113442622950814,27.099522353877003,0.4897803453213359
78,327.02853250151696,690,490,240,189.64272187328947,15,0.015625,45.07672131147542,26.534847043443612,0.41134034882238657
79,326.07626082979016,690,490,240,189.3451998117237,30,0.015625,52.90491803278688,33.68343504441509,0.36332128851347273
80,325.182271164346,690,490,240,189.06966373814532,46,0.015625,52.64639344262296,34.16065525060465,0.3511301911338926
81,324.812566527042,680,490,240,188.80865335917272,32,0.015625,56.378852459016386,40.871843278607265,0.2750501030804355
82,324.42125490100364,680,490,240,188.63316104953728,26,0.015625,85.9967213114754,44.87576782036166,0.47816885183536134
83,323.99104172195,680,490,240,188.34261242967932,48,0.015625,60.633278688524584,41.808424315757144,0.31047066528385214
84,323.1059644178886,680,490,240,188.1660375707916,25,0.015625,84.3545901639344,37.666135111409886,0.5534785358068879
85,322.06379115255606,680,490,240,187.89867335511212,61,0.015625,54.14409836065573,32.84522196394747,0.3933739233191344
86,321.2573447373708,670,490,240,187.5649920887869,39,0.015625,51.16442622950819,33.51274008726537,0.34499920048087074
87,319.9639605339208,670,490,240,187.28711269587183,29,0.015625,47.888360655737706,28.008589820373764,0.4151274038858138
88,318.58580094979334,670,490,240,186.996586148628,31,0.015625,42.690327868852464,26.003180498910908,0.39088824572173786
89,317.79321568247866,670,490,240,186.69830596877367,24,0.015625,48.22540983606558,32.59389379587884,0.32413443645836354
90,317.3462432425926,670,480,240,186.474328631268,2,0.015625,85.34081967213113,41.524968753721055,0.5134219601680081
91,317.506203841189,660,480,240,186.38414463296604,9,0.015625,117.49131147540984,54.13582853616004,0.5392354731907958
92,317.9606426853004,660,480,240,186.3296022817468,8,0.015625,90.92377049180328,59.65554853382792,0.3438949109660402
93,318.5571146565987,660,480,240,186.169141052142,56,0.015625,75.85508196721312,58.496121630600776,0.22884373579762815
94,317.8524694750325,650,480,240,185.9837090652618,18,0.015625,75.1877049180328,37.837768509987676,0.49675590508797696
95,317.18679020109846,650,480,240,185.72986849961984,23,0.015625,55.13360655737706,34.85188578737494,0.36786493821867267
96,316.93469158937535,650,480,240,185.4335496976317,63,0.015625,55.31934426229507,39.06227535204037,0.29387674649887885
97,317.16536233802043,650,480,240,185.436753065764,59,0.015625,81.55081967213113,50.16931480072585,0.38480919011693854
98,318.58485074478034,670,480,240,186.31645592949465,50,0.015625,139.12704918032784,81.90948554141974,0.41126124629256133
99,319.2269851872141,670,480,240,186.39485509296225,58,0.015625,124.21475409836063,66.83587593413598,0.46193287247333464
100,320.21303521505723,670,480,240,186.4364854706916,27,0.015625,114.68098360655735,71.14164423955025,0.3796561382520054
101,321.5847364550673,660,480,240,186.6601850396047,34,0.015625,147.94426229508198,82.8286121244589,0.4401363673080256
